time_stats.emb.min,time_stats.emb.max,time_stats.emb.mean,time_stats.emb.median,time_stats.emb.std,time_stats.input_layernorm.min,time_stats.input_layernorm.max,time_stats.input_layernorm.mean,time_stats.input_layernorm.median,time_stats.input_layernorm.std,time_stats.attn_pre_proj.min,time_stats.attn_pre_proj.max,time_stats.attn_pre_proj.mean,time_stats.attn_pre_proj.median,time_stats.attn_pre_proj.std,time_stats.attn_rope.min,time_stats.attn_rope.max,time_stats.attn_rope.mean,time_stats.attn_rope.median,time_stats.attn_rope.std,time_stats.attn_post_proj.min,time_stats.attn_post_proj.max,time_stats.attn_post_proj.mean,time_stats.attn_post_proj.median,time_stats.attn_post_proj.std,time_stats.post_attention_layernorm.min,time_stats.post_attention_layernorm.max,time_stats.post_attention_layernorm.mean,time_stats.post_attention_layernorm.median,time_stats.post_attention_layernorm.std,time_stats.mlp_up_proj.min,time_stats.mlp_up_proj.max,time_stats.mlp_up_proj.mean,time_stats.mlp_up_proj.median,time_stats.mlp_up_proj.std,time_stats.mlp_act.min,time_stats.mlp_act.max,time_stats.mlp_act.mean,time_stats.mlp_act.median,time_stats.mlp_act.std,time_stats.mlp_down_proj.min,time_stats.mlp_down_proj.max,time_stats.mlp_down_proj.mean,time_stats.mlp_down_proj.median,time_stats.mlp_down_proj.std,time_stats.add.min,time_stats.add.max,time_stats.add.mean,time_stats.add.median,time_stats.add.std,n_head,n_kv_head,n_embd,n_expanded_embd,vocab_size,use_gated_mlp,num_tokens,num_tensor_parallel_workers
0.156,0.162,0.15742857142857145,0.157,0.0017880936529065339,0.136,0.139,0.13660000000000003,0.136,0.001200000000000001,5.24,5.421,5.275,5.247,0.06151828996322968,0.169,0.17,0.16949999999999998,0.1695,0.0005000000000000004,1.7510000000000001,1.81,1.76085,1.752,0.02051408053021143,0.136,0.139,0.13645000000000002,0.136,0.0010712142642814286,9.294,9.608,9.350950000000001,9.3055,0.10768030228412255,0.33,0.333,0.3309000000000001,0.331,0.000994987437106621,4.639,4.7940000000000005,4.6626,4.64,0.055061238634814734,0.111,0.113,0.11200000000000002,0.112,0.0005477225575051667,32,32,4096,11008,32768,True,3808,1
0.152,0.156,0.15504761904761907,0.155,0.0008984743935292011,0.134,0.136,0.13495,0.135,0.0006689544080129832,5.154,5.2540000000000004,5.22955,5.24,0.025110704888553104,0.167,0.169,0.16785000000000005,0.168,0.0004769696007084732,1.725,1.7550000000000001,1.74985,1.754,0.00797041404194285,0.134,0.136,0.13529999999999998,0.135,0.0005567764362830027,9.192,9.324,9.289100000000001,9.305,0.04060898915264946,0.327,0.328,0.3276500000000001,0.328,0.0004769696007084732,4.578,4.654,4.643950000000001,4.6530000000000005,0.020404595070718724,0.111,0.113,0.11175000000000002,0.112,0.0005361902647381809,32,32,4096,11008,32768,True,3776,1
0.153,0.158,0.15442857142857142,0.154,0.0014333254231707069,0.133,0.136,0.13345,0.133,0.0010712142642814286,5.237,5.418,5.2639499999999995,5.242,0.05511304292089123,0.166,0.167,0.1664,0.166,0.000489897948556636,1.74,1.812,1.7586499999999998,1.7535,0.018028519073956133,0.133,0.136,0.13330000000000003,0.133,0.0009000000000000008,9.292,9.626,9.331199999999999,9.2985,0.09512864973287469,0.325,0.328,0.32530000000000003,0.325,0.0007810249675906661,4.6530000000000005,4.809,4.669099999999999,4.654,0.04663571592674438,0.11,0.111,0.11055,0.111,0.0004974937185533104,32,32,4096,11008,32768,True,3744,1
0.151,0.154,0.1525714285714286,0.153,0.0006598288790738585,0.132,0.133,0.13290000000000002,0.133,0.00030000000000000024,4.942,4.961,4.9566,4.958,0.004409081537009737,0.164,0.166,0.1652,0.165,0.0005099019513592789,1.738,1.7530000000000001,1.7514000000000003,1.752,0.0031368774282716392,0.132,0.133,0.13295,0.133,0.00021794494717703385,8.928,9.005,8.99735,9.000499999999999,0.016025838511603552,0.321,0.323,0.32235,0.322,0.0005722761571129803,4.448,4.487,4.48315,4.485,0.008162566998193578,0.11,0.111,0.1103,0.11,0.0004582575694955844,32,32,4096,11008,32768,True,3712,1
0.15,0.157,0.1520952380952381,0.152,0.0016876233473018443,0.13,0.133,0.13069999999999998,0.13,0.0010535653752852749,4.953,5.13,4.98415,4.9595,0.059398884669663594,0.163,0.165,0.16410000000000002,0.164,0.00043588989435406776,1.7690000000000001,1.827,1.7776999999999998,1.7690000000000001,0.020710142442774204,0.13,0.133,0.13105000000000003,0.131,0.0009205976319760993,9.0,9.307,9.04975,9.005,0.10752435770559166,0.319,0.322,0.3198500000000001,0.32,0.0009096702699330133,4.686,4.847,4.705300000000001,4.688,0.0476572135148501,0.106,0.108,0.10675000000000001,0.107,0.0006224949798994372,32,32,4096,11008,32768,True,3680,1
0.15,0.154,0.15138095238095234,0.151,0.0010900498230723436,0.13,0.133,0.13090000000000002,0.131,0.0007000000000000006,5.099,5.258,5.138050000000001,5.1335,0.032389002763283714,0.162,0.164,0.16294999999999998,0.163,0.0004974937185533104,1.749,1.808,1.7655,1.764,0.011346805717910214,0.13,0.133,0.13105000000000003,0.131,0.0005894913061275802,9.121,9.322000000000001,9.20275,9.196000000000002,0.042691773212177625,0.318,0.319,0.3181999999999999,0.318,0.0004000000000000004,4.635,4.751,4.672950000000001,4.674,0.022913914986313517,0.105,0.107,0.1059,0.106,0.0004358898943540678,32,32,4096,11008,32768,True,3648,1
0.149,0.153,0.15057142857142855,0.15,0.0013997084244475315,0.13,0.133,0.13055,0.13,0.0010234744745229371,5.094,5.26,5.15025,5.132,0.05507528937736047,0.161,0.162,0.16160000000000002,0.162,0.000489897948556636,1.749,1.809,1.7703000000000002,1.764,0.019316055497952955,0.13,0.132,0.13065000000000002,0.13,0.0007921489758877437,9.125,9.425,9.221750000000002,9.193999999999999,0.08998381798968082,0.315,0.318,0.31565000000000004,0.315,0.0008529361054616,4.635,4.792,4.683300000000001,4.673,0.04766245902175008,0.105,0.105,0.10500000000000001,0.105,1.3877787807814457e-17,32,32,4096,11008,32768,True,3616,1
0.147,0.149,0.14828571428571427,0.148,0.0006281383789653776,0.128,0.128,0.12800000000000003,0.128,2.7755575615628914e-17,4.944,4.987,4.965199999999999,4.965,0.01761419881799903,0.16,0.161,0.16010000000000002,0.16,0.00030000000000000024,1.748,1.7650000000000001,1.7574500000000004,1.7630000000000001,0.007095597226449646,0.127,0.128,0.12780000000000002,0.128,0.00040000000000000034,8.824,9.158,8.87895,8.8935,0.07227203816138018,0.312,0.313,0.31235,0.312,0.0004769696007084733,4.634,4.674,4.6546,4.6594999999999995,0.018752066552783053,0.10300000000000001,0.105,0.10420000000000003,0.10400000000000001,0.0005099019513592736,32,32,4096,11008,32768,True,3584,1
0.146,0.15,0.14747619047619046,0.147,0.0013669238185149844,0.127,0.13,0.12815000000000004,0.128,0.0008529361054615998,4.9430000000000005,5.109,4.9881,4.98,0.05192484954239161,0.158,0.16,0.15875,0.159,0.0006224949798994372,1.748,1.808,1.7651,1.7625000000000002,0.01874806656698231,0.127,0.13,0.12815000000000004,0.128,0.0008529361054615998,8.822000000000001,9.111,8.9061,8.895,0.08867519382555637,0.309,0.312,0.31004999999999994,0.31,0.0008046738469715547,4.634,4.79,4.6711,4.672,0.04334270411499497,0.10200000000000001,0.10400000000000001,0.10290000000000002,0.10300000000000001,0.00043588989435406776,32,32,4096,11008,32768,True,3552,1
0.14400000000000002,0.147,0.14519047619047618,0.145,0.000906014170973345,0.124,0.126,0.125,0.125,0.0003162277660168382,4.9350000000000005,4.98,4.96385,4.9675,0.014217155130334736,0.156,0.158,0.15705,0.157,0.00038405728739343076,1.747,1.764,1.7563000000000002,1.7570000000000001,0.006943342134736006,0.125,0.126,0.12505,0.125,0.00021794494717703385,8.824,8.895,8.864,8.867,0.028349603171825846,0.306,0.307,0.30690000000000006,0.307,0.0003000000000000003,4.634,4.675,4.6534,4.6455,0.018155990746858044,0.101,0.10300000000000001,0.10205000000000002,0.10200000000000001,0.0004974937185533105,32,32,4096,11008,32768,True,3520,1
0.14400000000000002,0.148,0.1454285714285714,0.145,0.0011780301787478976,0.124,0.127,0.12515,0.125,0.0008529361054615998,4.936,5.106,4.988049999999999,4.9765,0.049452477187700086,0.155,0.157,0.15585,0.156,0.0006538348415311016,1.747,1.807,1.76585,1.762,0.018036837305913673,0.125,0.127,0.12530000000000002,0.125,0.0007141428428542856,8.816,9.11,8.897650000000002,8.884,0.07617169749979305,0.304,0.306,0.3045999999999999,0.3045,0.0006633249580710807,4.634,4.79,4.674449999999999,4.672,0.0417582027869974,0.1,0.10200000000000001,0.10110000000000001,0.101,0.0004358898943540678,32,32,4096,11008,32768,True,3488,1
0.14100000000000001,0.146,0.14252380952380952,0.14200000000000002,0.0013316315670580487,0.123,0.127,0.1242,0.124,0.001029563014098701,4.738,4.945,4.7833,4.7844999999999995,0.04571225218691376,0.154,0.155,0.15414999999999998,0.154,0.00035707142142714284,1.73,1.803,1.7425500000000003,1.744,0.015344298615446695,0.123,0.127,0.12409999999999999,0.124,0.0007681145747868615,8.457,8.799,8.515150000000002,8.525500000000001,0.0725798009090682,0.3,0.303,0.3009,0.301,0.0006244997998398404,4.594,4.787,4.624799999999999,4.6305,0.04094948107119302,0.098,0.099,0.09835000000000002,0.098,0.00047696960070847325,32,32,4096,11008,32768,True,3456,1
0.14,0.146,0.1423809523809524,0.14100000000000001,0.0023396416183882273,0.121,0.125,0.12249999999999998,0.122,0.0016881943016134149,4.74,4.947,4.80865,4.7490000000000006,0.08911019863068437,0.152,0.154,0.15284999999999999,0.153,0.0006538348415311016,1.73,1.803,1.7524000000000002,1.731,0.03291109235500999,0.121,0.124,0.12190000000000001,0.121,0.0013747727084867532,8.453,8.806000000000001,8.5601,8.4585,0.15720492994814142,0.297,0.301,0.29864999999999997,0.298,0.0013883443376914834,4.593,4.787,4.6518,4.594,0.0880741732859299,0.097,0.098,0.09735,0.097,0.00047696960070847314,32,32,4096,11008,32768,True,3424,1
0.139,0.14400000000000002,0.139952380952381,0.139,0.0014630753805464029,0.121,0.124,0.12129999999999999,0.121,0.0009000000000000008,4.738,4.941,4.769100000000001,4.7505,0.05663823796694242,0.151,0.153,0.15134999999999996,0.151,0.0005722761571129803,1.73,1.804,1.7383000000000002,1.731,0.021748793069961365,0.121,0.124,0.12129999999999999,0.121,0.0009000000000000008,8.452,8.803,8.493350000000003,8.4555,0.10311560260212817,0.294,0.298,0.29514999999999997,0.295,0.0009096702699330135,4.593,4.7860000000000005,4.610899999999999,4.594,0.05080049212360061,0.096,0.097,0.09645000000000001,0.096,0.0004974937185533104,32,32,4096,11008,32768,True,3392,1
